X.1,name,taxon,status_species,spending,region_num,priority,priority_threat,priority_potential,priority_rarity,conflict,ngenus,ngrams_science,ngrams_common
26910,Labordia helleri,Plants,1,6310.304,1,2,3,2,2,0,17,-0.1638258,-0.122832
26911,Chlorogalum purpureum,Plants,2,143908.4,1,8,2,2,2,0,5,-0.1206585,-0.1194162
26912,Abutilon menziesii,Plants,1,80341.74,1,2,3,2,2,0,43,-0.1638258,-0.122832
26913,Cyperus trachysanthos,Plants,1,11711.69,1,5,3,1,2,0,131,-0.1638258,-0.122832
26914,Cistanthe pulchella,Plants,1,11866.92,1,8,2,2,2,0,28,-0.1638258,-0.122832
26915,Thysanocarpus conchuliferus,Plants,2,102.125,1,8,2,2,2,0,7,-0.1638258,-0.122832
26917,Isodendrion hosakae,Plants,1,109386.1,1,5,3,1,2,0,4,-0.1638258,-0.122832
26918,Lysimachia asperulifolia,Plants,3,237100.5,1,8,2,2,2,0,126,-0.1638258,-0.122832
26919,Schiedea salicaria,Plants,1,7097.688,1,2,3,2,2,0,34,-0.1638258,-0.122832
26920,Pritchardia munroi,Plants,1,62309.53,1,5,3,1,2,0,20,-0.1638258,-0.122832
26921,Geum radiatum,Plants,2,47183.79,1,2,3,2,2,0,36,-0.1241389,-0.1187001
26922,Schiedea sarmentosa,Plants,1,7097.688,1,8,2,2,2,0,34,-0.1638258,-0.122832
26923,Cyperus pennatiformis,Plants,1,6972.074,1,5,3,1,2,0,131,-0.1638258,-0.122832
26924,Labordia cyrtandrae,Plants,1,135911,1,5,3,1,2,0,17,-0.1638258,-0.122832
26925,Asclepias meadii,Plants,2,64655.34,2,8,2,2,2,1,145,-0.1638258,-0.122832
26926,Melicope lydgatei,Plants,1,18968.7,1,5,3,1,2,0,49,-0.1638258,-0.122832
26927,Cyrtandra cyaneoides,Plants,1,11618.76,1,2,3,2,2,0,680,-0.1638258,-0.122832
26928,Ceanothus ophiochilus,Plants,1,2250.835,1,8,2,2,2,1,64,-0.1106935,-0.1203311
26929,Phyllostegia parviflora,Plants,1,20174.79,1,5,3,1,2,0,33,-0.1638258,-0.122832
26930,Escobaria minima,Plants,1,510.625,1,2,3,2,2,0,17,-0.1638258,-0.1217683
26931,Lysimachia maxima,Plants,1,13816.49,1,5,3,1,2,0,126,-0.1638258,-0.122832
26932,Cycladenia humilis var. jonesii,Plants,2,40482.35,2,12,2,1,1,1,1,-0.1638258,-0.122832
26933,Cirsium vinaceum,Plants,1,8425.312,1,2,3,2,2,1,72,-0.1522466,-0.1219078
26935,Cirsium pitcheri,Plants,2,274924.6,1,8,2,2,2,1,72,0.06046767,-0.1148552
26936,Ziziphus celata,Plants,1,81056.61,1,5,3,1,2,0,34,-0.1278816,-0.1211624
26937,Schiedea haleakalensis,Plants,1,114064.4,1,2,3,2,2,0,34,-0.1638258,-0.122832
26938,Phyllostegia mollis,Plants,1,132068,1,5,3,1,2,0,33,-0.1638258,-0.122832
26939,Tetraneuris herbacea,Plants,1,14102.44,1,5,3,1,2,0,9,-0.1492809,-0.1079915
26940,Vigna owahuensis,Plants,1,111669.6,1,5,3,1,2,0,68,-0.1638258,-0.122832
26941,Phlox hirsuta,Plants,1,10110.38,1,2,3,2,2,1,70,-0.1196513,-0.07933941
26942,Neostapfia colusana,Plants,1,14388.39,1,2,3,2,2,1,1,-0.1121978,-0.111834
26944,Thelypodium stenopetalum,Plants,1,595.3887,1,5,3,1,2,1,16,-0.1638258,-0.122832
26945,Arabis perstellata,Plants,2,18096.55,1,5,3,1,2,0,103,-0.1638258,-0.122832
26946,Erythronium propullans,Plants,1,4799.875,1,5,3,1,2,1,28,-0.1638258,-0.122832
26947,Helianthemum greenei,Plants,3,12132.45,1,14,1,2,2,0,93,-0.1638258,-0.122832
26948,Melicope degeneri,Plants,1,13631.65,1,5,3,1,2,0,49,-0.1638258,-0.122832
26949,Limnanthes floccosa ssp. californica,Plants,1,41789.55,1,3,3,2,1,1,7,-0.1638258,-0.122832
26950,Phyllostegia velutina,Plants,1,14493.58,1,2,3,2,2,0,33,-0.1638258,-0.122832
26951,Schiedea hawaiiensis,Plants,1,121434.8,1,5,3,1,2,0,34,-0.1638258,-0.122832
26952,Peucedanum sandwicense,Plants,2,8068.896,1,8,2,2,2,0,51,-0.01494297,-0.06366287
26953,Stenogyne cranwelliae,Plants,1,10159.4,1,5,3,1,2,0,22,-0.1638258,-0.122832
26954,Diellia pallida,Plants,1,9742.725,1,5,3,1,2,0,100,-0.1638258,-0.122832
26955,Schoenocrambe barnebyi,Plants,1,306.375,1,17,1,1,2,0,1,-0.1638258,-0.122832
26956,Cyanea kunthiana,Plants,2,52379.91,1,2,3,2,2,0,10,-0.1638258,-0.122832
26957,Geranium kauaiense,Plants,1,13281.36,1,2,3,2,2,0,151,-0.1638258,-0.122832
26958,Silene polypetala,Plants,2,28335.6,1,8,2,2,2,0,491,-0.1531879,-0.1201312
26959,Asplenium rhomboideum,Plants,1,114485.2,1,6,3,1,1,0,100,-0.1638258,-0.122832
26960,Piperia yadonii,Plants,1,198143.9,1,2,3,2,2,1,2,-0.1638258,-0.122832
26961,Spigelia gentianoides,Plants,1,15377.98,1,2,3,2,2,0,15,-0.141506,-0.1211712
26962,Schiedea stellarioides,Plants,1,6310.304,1,2,3,2,2,0,34,-0.1638258,-0.122832
26963,Brickellia eupatorioides var. floridana,Plants,1,7353,1,NA,NA,NA,NA,NA,33,-0.1638258,-0.122832
26964,Rhododendron chapmanii,Plants,1,12663.5,1,8,2,2,2,1,529,-0.1638258,-0.122832
26965,Eriogonum kennedyi var. austromontanum,Plants,2,1126.439,1,9,2,2,1,0,231,-0.1638258,-0.122832
26966,Pedicularis furbishiae,Plants,1,22032.45,1,14,1,2,2,0,366,-0.1638258,-0.122832
26967,Clermontia peleana,Plants,1,21112.3,1,5,3,1,2,0,23,-0.1638258,-0.122832
26968,Boechera hoffmannii,Plants,1,12230.49,1,5,3,1,2,0,109,-0.1638258,-0.122832
26969,Astragalus limnocharis var. montii,Plants,1,6641.189,1,8,2,2,2,0,431,-0.1638258,-0.1225391
26970,Carex specuicola,Plants,2,33149.78,2,8,2,2,2,0,995,-0.1453769,-0.1211515
26971,Chamaesyce eleanoriae,Plants,1,9355.671,1,5,3,1,2,0,1982,-0.1638258,-0.122832
26972,Echinocactus horizonthalonius var. nicholii,Plants,2,2961.625,1,3,3,2,1,0,6,-0.1638258,-0.122832
26973,Sisyrinchium dichotomum,Plants,2,42422.72,1,8,2,2,2,1,126,-0.1638258,-0.122832
26974,Potamogeton clystocarpus,Plants,1,255.3125,1,5,3,1,2,0,117,-0.1539373,-0.1220271
26975,Pleomele hawaiiensis,Plants,1,28292.71,1,2,3,2,2,0,13,-0.1638258,-0.122832
26976,Arabis mcdonaldiana,Plants,3,102.125,2,14,1,2,2,1,103,-0.1638258,-0.122832
26977,Frankenia johnstonii,Plants,3,13786.88,NA,14,1,2,2,NA,11,-0.1379592,-0.1202546
26978,Phyllostegia imminuta,Plants,Prob. Extinct,102868.5,1,5,3,1,2,0,33,-0.1638258,-0.122832
26980,Diellia unisora,Plants,1,7444.913,1,11,2,1,2,0,100,-0.1638258,-0.122832
26981,Hibiscus dasycalyx,Plants,1,13626.54,1,NA,NA,NA,NA,NA,37,-0.1638258,-0.122832
26982,Zanthoxylum hawaiiense,Plants,1,118477.3,1,2,3,2,2,0,20,-0.1638258,-0.122832
26983,Pritchardia remota,Plants,1,6149.967,1,2,3,2,2,0,20,-0.1638258,-0.122832
26984,Silene spaldingii,Plants,2,480422.6,2,8,2,2,2,1,491,-0.1370277,-0.1223861
26985,Astrophytum asterias,Plants,1,10723.12,1,2,3,2,2,1,6,-0.1124301,-0.1118172
26986,Vicia menziesii,Plants,1,25745.71,1,2,3,2,2,1,165,-0.1535148,-0.1220813
26987,Pediocactus sileri,Plants,2,16952.75,2,8,2,2,2,0,9,-0.1290762,-0.1206148
26988,Dubautia latifolia,Plants,1,6310.304,1,5,3,1,2,0,30,-0.1638258,-0.122832
26989,Nitrophila mohavensis,Plants,1,36698.62,1,8,2,2,2,0,4,-0.1473849,-0.1213145
26990,Acaena exigua,Plants,1,6654.465,1,5,3,1,2,0,29,-0.1283433,-0.1219554
26991,Cyrtandra oxybapha,Plants,1,7097.688,1,2,3,2,2,0,680,-0.1638258,-0.122832
26992,Lupinus westianus var. aridorum,Plants,1,30708.99,1,2,3,2,2,1,165,-0.1638258,-0.1200853
26994,Chamaesyce herbstii,Plants,1,130066.4,1,8,2,2,2,0,1982,-0.1638258,-0.122832
26995,Hesperolinon congestum,Plants,1,3727.562,1,8,2,2,2,1,13,-0.1509225,-0.122524
26996,Zanthoxylum dipetalum var. tomentosum,Plants,1,23710.36,1,6,3,1,1,0,20,-0.1638258,-0.122832
26997,Phyllostegia pilosa,Plants,1,13898.19,1,5,3,1,2,0,33,-0.1638258,-0.122832
26998,Lysimachia filifolia,Plants,1,6609.53,1,2,3,2,2,0,126,-0.1638258,-0.122832
27000,Cyanea asarifolia,Plants,1,11798.5,1,5,3,1,2,0,10,-0.1638258,-0.122832
27001,Chorizanthe valida,Plants,1,3625.438,1,5,3,1,2,0,33,-0.1581035,-0.1219515
27002,Eriogonum ovalifolium var. williamsiae,Plants,1,108294.4,1,3,3,2,1,0,231,-0.1638258,-0.1205141
27003,Lomatium cookii,Plants,1,143975.8,1,2,3,2,2,1,82,-0.1638258,-0.122832
27004,Cyanea profuga,Plants,1,63791.36,1,5,3,1,2,0,10,-0.1638258,-0.122832
27005,Cyanea eleeleensis,Plants,Prob. Extinct,15755.84,1,5,3,1,2,0,10,-0.1638258,-0.122832
27006,Caesalpinia kavaiensis,Plants,1,36730.28,1,5,3,1,2,0,25,-0.1188382,-0.1178992
27007,Phacelia argillacea,Plants,1,6311.325,1,2,3,2,2,0,166,-0.152389,-0.1187962
27008,Platydesma rostrata,Plants,1,7121.176,1,5,3,1,2,0,4,-0.1638258,-0.122832
27010,Paronychia chartacea,Plants,3,7424.488,1,8,2,2,2,0,32,-0.1638258,-0.122832
27011,Arctostaphylos glandulosa ssp. crassifolia,Plants,2,99061.25,1,6,3,1,1,1,78,-0.1638258,-0.122832
27012,Bidens wiebkei,Plants,1,58419.58,1,2,3,2,2,0,50,-0.1638258,-0.122832
27013,Taraxacum californicum,Plants,1,1804.549,1,5,3,1,2,0,155,-0.147024,-0.1219219
27014,Doryopteris takeuchii,Plants,1,6310.304,1,2,3,2,2,0,17,-0.1638258,-0.122832
27015,Liatris ohlingerae,Plants,2,11611.61,1,2,3,2,2,NA,49,-0.1638258,-0.122832
27016,Mentzelia leucophylla,Plants,1,38463.34,1,8,2,2,2,NA,88,-0.1638258,-0.122832
27017,Eriogonum codium,Plants,1,13557.09,1,5,3,1,2,0,231,-0.1638258,-0.122832
27018,Lipochaeta fauriei,Plants,1,4967.36,1,5,3,1,2,0,7,-0.1638258,-0.122832
27019,Santalum freycinetianum var. lanaiense,Plants,1,7329.511,1,3,3,2,1,0,8,-0.1638258,-0.122832
27020,Marshallia mohrii,Plants,3,6995.562,1,14,1,2,2,0,8,-0.1638258,-0.122832
27021,Orcuttia californica,Plants,1,131496.1,1,11,2,1,2,1,5,-0.11103879999999999,-0.1156323
27022,Lobelia niihauensis,Plants,2,10977.42,1,5,3,1,2,0,53,-0.1638258,-0.122832
27023,Tetramolopium rockii,Plants,1,25178.92,1,14,1,2,2,0,11,-0.1638258,-0.122832
27024,Platanthera leucophaea,Plants,2,74014.07,2,8,2,2,2,0,85,-0.1638258,-0.122832
27025,Nothocestrum peltatum,Plants,1,15077.74,1,5,3,1,2,0,4,-0.1638258,-0.122832
27026,Viola oahuensis,Plants,1,9964.336,1,5,3,1,2,0,109,-0.1638258,-0.122832
27027,Sanicula purpurea,Plants,1,10913.08,1,5,3,1,2,0,37,-0.1638258,-0.122832
27028,Cyanea obtusa,Plants,1,12728.86,1,5,3,1,2,0,10,-0.1638258,-0.122832
27029,Cyanea undulata,Plants,1,11993.56,1,5,3,1,2,0,10,-0.1638258,-0.122832
27030,Rhynchospora knieskernii,Plants,2,15120.63,1,14,1,2,2,0,93,-0.1638258,-0.122832
27032,Mucuna sloanei var. persericea,Plants,1,5475.943,1,5,3,1,2,0,6,-0.1638258,-0.122832
27033,Calamagrostis hillebrandii,Plants,1,6880.161,1,2,3,2,2,0,138,-0.1638258,-0.122832
27034,Deeringothamnus rugelii,Plants,1,3880.75,1,2,3,2,2,0,2,-0.1516587,-0.1223379
27035,Helenium virginicum,Plants,3,10446.37,2,2,3,2,2,0,21,-0.1501079,-0.1184669
27036,Gouania vitifolia,Plants,1,14171.89,1,5,3,1,2,0,12,-0.1638258,-0.122832
27037,Bidens campylotheca ssp. waihoiensis,Plants,1,51217.73,1,6,3,1,1,0,50,-0.1638258,-0.122832
27038,Astragalus pycnostachyus var. lanosissimus,Plants,1,3534.546,1,6,3,1,1,1,431,-0.1638258,-0.122832
27039,Eriogonum gypsophilum,Plants,1,18586.75,1,14,1,2,2,0,231,-0.1638258,-0.122832
27040,Arctostaphylos pallida,Plants,1,11233.75,1,5,3,1,2,0,78,-0.1461184,-0.1219273
27041,Orcuttia viscida,Plants,1,13817.51,1,5,3,1,2,1,5,-0.115471,-0.1150359
27043,Sidalcea nelsoniana,Plants,2,89118.36,1,2,3,2,2,0,31,-0.1638258,-0.122832
27044,Penstemon haydenii,Plants,1,136679,1,11,2,1,2,1,248,-0.1211661,-0.1144287
27045,Tetramolopium remyi,Plants,1,17574.69,1,2,3,2,2,0,11,-0.1638258,-0.122832
27046,Clermontia oblongifolia ssp. mauiensis,Plants,1,6553.361,1,6,3,1,1,0,23,-0.1638258,-0.122832
27047,Astragalus ampullarioides,Plants,1,8884.875,1,5,3,1,2,1,431,-0.1638258,-0.122832
27048,Leavenworthia crassa,Plants,2,2246.75,1,2,3,2,2,0,8,-0.1638258,-0.122832
27049,Thlaspi californicum,Plants,1,102.125,1,2,3,2,2,1,15,-0.1638258,-0.122832
27050,Cyanea stictophylla,Plants,1,23010.81,1,2,3,2,2,0,10,-0.1638258,-0.122832
27051,Chorizanthe howellii,Plants,1,306.375,1,8,2,2,2,0,33,-0.1638258,-0.122832
27052,Tetraplasandra gymnocarpa,Plants,1,17670.69,1,5,3,1,2,0,17,-0.1638258,-0.122832
27054,Dicerandra christmanii,Plants,1,5484.113,1,2,3,2,2,1,5,-0.1638258,-0.122832
27055,Spiraea virginiana,Plants,2,1763011,3,8,2,2,2,0,89,-0.1351561,-0.1171149
27056,Cyanea horrida,Plants,2,54008.81,1,5,3,1,2,0,10,-0.1638258,-0.122832
27057,Trifolium amoenum,Plants,1,3370.125,1,2,3,2,2,0,229,-0.1410586,-0.1192319
27058,Canavalia napaliensis,Plants,1,12935.15,1,2,3,2,2,0,55,-0.1638258,-0.122832
27059,Liatris helleri,Plants,2,44010.77,1,8,2,2,2,NA,49,-0.1396669,-0.1221476
27061,Castilleja mollis,Plants,2,10286.03,1,2,3,2,2,0,108,-0.1638258,-0.122832
27062,Cyanea grimesiana ssp. obatae,Plants,1,130870.1,1,6,3,1,1,0,10,-0.1638258,-0.122832
27063,Poa atropurpurea,Plants,2,40322.01,1,2,3,2,2,0,290,-0.1092827,-0.120709
27064,Coryphantha ramillosa,Plants,2,1531.875,1,8,2,2,2,0,44,-0.1566761,-0.1217683
27065,Pritchardia remota ssp. 3,Plants,1,7121.176,1,5,3,1,2,0,20,-0.1638258,-0.122832
27066,Macbridea alba,Plants,2,29957.35,1,8,2,2,2,NA,2,-0.1638258,-0.122832
27067,Howellia aquatilis,Plants,3,766654.4,3,13,1,2,3,0,1,-0.07785614,-0.1130142
27068,Gouania hillebrandii,Plants,1,8133.235,1,8,2,2,2,0,12,-0.1638258,-0.122832
27070,Lipochaeta venosa,Plants,1,108043.1,1,5,3,1,2,0,7,-0.1638258,-0.122832
27071,Castilleja levisecta,Plants,2,573020.3,1,2,3,2,2,0,108,-0.1638258,-0.122832
27072,Solidago albopilosa,Plants,2,32884.25,NA,8,2,2,2,0,89,-0.1638258,-0.122832
27073,Hibiscus waimeae ssp. hannerae,Plants,1,8766.41,1,3,3,2,1,0,37,-0.1638258,-0.122832
27074,Tetraplasandra oahuensis,Plants,3,10758.87,1,5,3,1,2,0,17,-0.1638258,-0.122832
27075,Lithophragma maximum,Plants,1,245312.4,1,2,3,2,2,0,10,-0.1638258,-0.122832
27076,Amorpha herbacea var. crenulata,Plants,1,21242,1,5,3,1,2,1,1,-0.1638258,-0.122832
27077,Amsonia kearneyana,Plants,1,25607.84,1,2,3,2,2,0,16,-0.1638258,-0.122832
27078,Chorizanthe robusta var. hartwegii,Plants,1,306.375,1,3,3,2,1,0,33,-0.1638258,-0.1218715
27079,Schiedea lydgatei,Plants,1,8133.235,1,8,2,2,2,0,34,-0.1638258,-0.122832
27080,Alsinidendron viscosum,Plants,1,8665.306,1,2,3,2,2,0,34,-0.1638258,-0.122832
27081,Cyanea shipmanii,Plants,1,32425.71,1,2,3,2,2,0,10,-0.1638258,-0.122832
27082,Clermontia pyrularia,Plants,1,15791.59,1,2,3,2,2,0,23,-0.1638258,-0.122832
27083,Dubautia kenwoodii,Plants,1,10319.73,1,5,3,1,2,0,30,-0.1638258,-0.122832
27084,Arctostaphylos confertiflora,Plants,2,8155.703,1,2,3,2,2,0,78,-0.1553784,-0.1220003
27085,Phyllostegia knudsenii,Plants,1,10319.73,1,5,3,1,2,0,33,-0.1638258,-0.122832
27086,Phyllostegia mannii,Plants,1,13816.49,1,5,3,1,2,0,33,-0.1638258,-0.122832
27087,Lesquerella filiformis,Plants,3,56549.68,2,8,2,2,2,NA,91,-0.1556128,-0.12003080000000001
27088,Melicope hiiakae,Plants,1,11781.14,1,5,3,1,2,0,49,-0.1638258,-0.122832
27089,Torreya taxifolia,Plants,1,29014.73,1,5,3,1,2,1,7,0.1286743,-0.06619087
27090,Lepidium arbuscula,Plants,1,7798.265,1,8,2,2,2,0,144,-0.1638258,-0.122832
27091,Lesquerella congesta,Plants,1,8782.75,1,8,2,2,2,NA,91,-0.1429487,-0.1208271
27092,Phyllostegia glabra var. lanaiensis,Plants,Prob. Extinct,7185.515,1,6,3,1,1,0,33,-0.1638258,-0.122832
27093,Blennosperma bakeri,Plants,1,36396.33,1,5,3,1,2,1,2,-0.1638258,-0.122832
27094,Bidens micrantha ssp. kalealaha,Plants,1,77785.55,1,9,2,2,1,0,50,-0.1638258,-0.122832
27095,Lipochaeta micrantha,Plants,1,5867.081,1,8,2,2,2,0,7,-0.1638258,-0.122832
27096,Dudleya abramsii ssp. setchellii,Plants,2,26930.36,1,2,3,2,2,1,29,-0.1638258,-0.1198919
27097,Cyanea lobata,Plants,1,12454.14,1,2,3,2,2,0,10,-0.1638258,-0.122832
27098,Eutrema penlandii,Plants,1,25893.79,1,11,2,1,2,1,37,-0.1638258,-0.122832
27099,Pleomele forbesii,Plants,1,7797.244,1,5,3,1,2,0,13,-0.1638258,-0.122832
27100,Callirhoe scabriuscula,Plants,2,1327.625,1,5,3,1,2,1,9,-0.1546169,-0.1208344
27101,Myrsine vaccinioides,Plants,1,7097.688,1,2,3,2,2,0,45,-0.1638258,-0.122832
27102,Thalictrum cooleyi,Plants,1,33381.6,1,2,3,2,2,0,109,-0.1638258,-0.122832
27103,Chamaesyce hooveri,Plants,1,13952.32,1,8,2,2,2,1,1982,-0.1638258,-0.122832
27104,Clematis socialis,Plants,1,7250.875,1,5,3,1,2,0,148,-0.1638258,-0.122832
27105,Warea amplexifolia,Plants,1,84661.62,1,2,3,2,2,1,4,-0.1491166,-0.1222571
27106,Hesperomannia arborescens,Plants,1,259950,1,5,3,1,2,0,5,-0.1638258,-0.122832
27107,Lesquerella perforata,Plants,1,6627.913,1,5,3,1,2,NA,91,-0.156235,-0.1204857
27108,Cyanea kolekoleensis,Plants,1,17384.74,1,5,3,1,2,0,10,-0.1638258,-0.122832
27109,Prunus geniculata,Plants,3,30606.86,1,2,3,2,2,0,263,-0.1544856,-0.1198269
27110,Leavenworthia texana,Plants,1,2655.25,1,NA,NA,NA,NA,NA,8,-0.1638258,-0.122832
27111,Suaeda californica,Plants,1,5610.748,1,8,2,2,2,0,83,-0.1210367,-0.12220109999999999
27112,Isotria medeoloides,Plants,2,591266,3,14,1,2,2,0,2,-0.04929889,-0.09870942
27113,Eugenia koolauensis,Plants,1,129007.4,1,5,3,1,2,0,231,-0.1638258,-0.122832
27114,Munroidendron racemosum,Plants,1,17588.99,1,5,3,1,2,0,17,-0.1638258,-0.122832
27115,Phacelia formosula,Plants,1,12977.02,1,8,2,2,2,0,166,-0.1467981,-0.1213405
27116,Apios priceana,Plants,3,68461.54,2,8,2,2,2,0,7,-0.1347106,-0.1209852
27117,Amaranthus brownii,Plants,1,16038.73,1,5,3,1,2,0,68,-0.1638258,-0.122832
27118,Solanum sandwicense,Plants,1,24850.08,1,2,3,2,2,0,1118,-0.1638258,-0.122832
27119,Myrsine juddii,Plants,1,9964.336,1,8,2,2,2,0,45,-0.1638258,-0.122832
27120,Bidens micrantha ssp. ctenophylla,Plants,1,33046.63,1,3,3,2,1,1,50,-0.1638258,-0.122832
27121,Clarkia imbricata,Plants,1,10354.45,1,5,3,1,2,0,42,-0.1558615,-0.1220429
27122,Melicope puberula,Plants,1,11210.26,1,5,3,1,2,0,49,-0.1638258,-0.122832
27123,Diellia mannii,Plants,1,18990.14,1,5,3,1,2,0,100,-0.1638258,-0.122832
27124,Amphianthus pusillus,Plants,2,6995.562,1,13,1,2,3,0,26,-0.1348971,-0.1214482
27125,Sagittaria fasciculata,Plants,2,63684.13,1,5,3,1,2,1,39,-0.1488868,-0.1199462
27126,Spiranthes delitescens,Plants,1,7250.875,1,2,3,2,2,1,48,-0.1578095,-0.1221082
27127,Cyanea kuhihewa,Plants,Prob. Extinct,15755.84,1,5,3,1,2,0,10,-0.1638258,-0.122832
27128,Lobelia gaudichaudii ssp. koolauensis,Plants,1,8622.414,1,6,3,1,1,0,53,-0.1638258,-0.122832
27130,Argyroxiphium kauense,Plants,1,14726.42,1,2,3,2,2,0,6,-0.1638258,-0.122832
27131,Hemizonia conjugens,Plants,1,115141.9,1,8,2,2,2,1,1,-0.1627048,-0.122832
27132,Urera kaalae,Plants,1,12132.45,1,5,3,1,2,0,21,-0.1154554,-0.1208598
27133,Oxypolis canbyi,Plants,2,332736.5,2,5,3,1,2,0,7,-0.1638258,-0.122832
27134,Cyanea copelandii ssp. haleakalaensis,Plants,1,52254.3,1,6,3,1,1,0,10,-0.1638258,-0.122832
27135,Castilleja affinis ssp. neglecta,Plants,1,4146.275,1,9,2,2,1,1,108,-0.1638258,-0.122832
27136,Arctostaphylos morroensis,Plants,1,1225.5,1,8,2,2,2,0,78,-0.1345117,-0.1210891
27137,Trifolium stoloniferum,Plants,3,698596.3,3,8,2,2,2,0,229,-0.05659339,-0.08990825
27138,Euphorbia telephioides,Plants,1,42187.84,1,2,3,2,2,1,1982,-0.142128,-0.1223277
27139,Myrsine linearifolia,Plants,1,11465.57,1,2,3,2,2,0,45,-0.1638258,-0.122832
27140,Stephanomeria malheurensis,Plants,1,13991.12,1,2,3,2,2,0,14,-0.06373961,-0.1202413
27141,Cyanea grimesiana ssp. grimesiana,Plants,1,19686.64,1,6,3,1,1,0,10,-0.1638258,-0.122832
27142,Oenothera californica ssp. eurekensis,Plants,2,51536.36,NA,15,1,2,1,0,93,-0.1638258,-0.122832
27143,Isoetes tegetiformans,Plants,1,10723.12,1,5,3,1,2,0,121,-0.1638258,-0.122832
27144,Dryopteris podosora,Plants,1,6355.239,1,6,3,1,1,0,259,-0.1638258,-0.122832
27145,Layia carnosa,Plants,2,80814.58,1,8,2,2,2,0,14,-0.1638258,-0.122832
27146,Deeringothamnus pulchellus,Plants,1,1736.125,1,2,3,2,2,0,2,-0.1611443,-0.1221825
27147,Chamaesyce deppeana,Plants,1,5645.47,1,5,3,1,2,0,1982,-0.1638258,-0.122832
27148,Helianthus paradoxus,Plants,2,33394.88,1,8,2,2,2,0,65,-0.003124781,-0.1177997
27149,Scutellaria floridana,Plants,2,32021.29,1,2,3,2,2,1,113,-0.1498595,-0.1216576
27150,Penstemon penlandii,Plants,1,23488.75,1,14,1,2,2,0,248,-0.1638258,-0.122832
27151,Oligoneuron houghtonii,Plants,3,91860.42,2,8,2,2,2,1,1,-0.1638258,-0.122832
27152,Cyanea truncata,Plants,Prob. Extinct,12235.6,1,5,3,1,2,0,10,-0.1638258,-0.122832
27153,Rhodiola integrifolia ssp. leedyi,Plants,1,2384.619,3,9,2,2,1,0,3,-0.1638258,-0.1192545
27154,Phyllostegia hirsuta,Plants,1,142747.3,1,5,3,1,2,0,33,-0.1638258,-0.122832
27155,Phyllostegia waimeae,Plants,1,11993.56,1,5,3,1,2,0,33,-0.1638258,-0.122832
27156,Campanula robinsiae,Plants,1,5310.5,1,8,2,2,2,0,402,-0.1638258,-0.122832
27157,Agalinis acuta,Plants,1,44268.12,1,5,3,1,2,1,34,-0.1516041,-0.1186436
27158,Coryphantha scheeri var. robustispina,Plants,2,68821.02,1,3,3,2,1,0,44,-0.1638258,-0.1191986
27159,Phyllostegia bracteata,Plants,1,83560.72,1,5,3,1,2,0,33,-0.1638258,-0.122832
27160,Harrisia fragrans,Plants,1,1736.125,1,3,3,2,1,0,21,-0.1638258,-0.122832
27161,Hibiscadelphus giffardianus,Plants,Prob. Extinct,13430.46,1,5,3,1,2,0,8,-0.1638258,-0.122832
27162,Sanicula mariversa,Plants,1,126712.6,1,5,3,1,2,0,37,-0.1638258,-0.122832
27163,Conradina etonia,Plants,1,5106.25,1,8,2,2,2,1,6,-0.1574874,-0.121953
27164,Astragalus lentiginosus var. piscinensis,Plants,1,65809.35,1,9,2,2,1,0,431,-0.1638258,-0.122832
27165,Huperzia mannii,Plants,1,52958.96,1,5,3,1,2,0,39,-0.1638258,-0.122832
27167,Solidago shortii,Plants,1,12112.02,2,8,2,2,2,0,89,-0.1638258,-0.122832
27169,Stenogyne kanehoana,Plants,Prob. Extinct,130929.4,1,5,3,1,2,0,22,-0.1638258,-0.122832
27170,Phyllostegia warshaueri,Plants,1,13593.86,1,5,3,1,2,0,33,-0.1638258,-0.122832
27171,Hibiscus clayi,Plants,1,6310.304,1,5,3,1,2,0,37,-0.140999,-0.1220632
27172,Lesquerella tumulosa,Plants,1,10423.9,1,8,2,2,2,NA,91,-0.1590618,-0.121953
27173,Lipochaeta tenuifolia,Plants,1,27308.22,1,8,2,2,2,0,7,-0.1638258,-0.122832
27174,Delissea rivularis,Plants,1,16498.29,1,5,3,1,2,0,15,-0.1638258,-0.122832
27176,Viola kauaensis var. wahiawaensis,Plants,1,11993.56,1,6,3,1,1,0,109,-0.1638258,-0.122832
27177,Cyanea procera,Plants,1,13816.49,1,5,3,1,2,0,10,-0.1638258,-0.122832
27178,Cyanea remyi,Plants,1,11781.14,1,5,3,1,2,0,10,-0.1638258,-0.122832
27179,Phyllostegia hispida,Plants,1,13816.49,1,5,3,1,2,0,33,-0.1638258,-0.122832
27180,Rollandia st.-johnii,Plants,1,15647.59,1,5,3,1,2,0,2,-0.1638258,-0.122832
27181,Hibiscus brackenridgei,Plants,1,159797,1,2,3,2,2,0,37,-0.1638258,-0.122832
27182,Huperzia nutans,Plants,1,22344.95,1,5,3,1,2,0,39,-0.1638258,-0.122832
27183,Remya mauiensis,Plants,1,7199.812,1,5,3,1,2,0,3,-0.1638258,-0.122832
27184,Pritchardia remota ssp. 1,Plants,1,5049.06,1,5,3,1,2,0,20,-0.1638258,-0.122832
27185,Viola helenae,Plants,1,11993.56,1,2,3,2,2,0,109,-0.1638258,-0.122832
27187,Lesquerella globosa,Plants,2,100399.1,2,8,2,2,2,NA,91,-0.1638258,-0.122832
